GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000172061	3	194075976	194090472	128	13	618586	-0.5942	0.72381	LRRC15
ENSG00000178732	3	194115550	194119995	25	6	599358	-0.70309	0.759	GP5
ENSG00000133657	3	194123401	194219093	396	40	600156	0.83908	0.20071	ATP13A3
ENSG00000145014	3	194308402	194354418	334	35	616973	0.95098	0.17081	TMEM44
ENSG00000041802	3	194361517	194393206	181	18	623904	-0.99818	0.84091	LSG1
ENSG00000185112	3	194406622	194409762	15	6	616294	-0.01836	0.50732	FAM43A
ENSG00000173950	3	194789008	194991896	925	70	612054	-0.65003	0.74216	XXYLT1
ENSG00000114331	3	194995465	195163807	658	26	614680	1.8209	0.034312	ACAP2
ENSG00000184203	3	195241221	195270209	114	22	606433	-0.65743	0.74455	PPP1R2
ENSG00000189058	3	195295573	195311076	104	33	605245	1.0976	0.13618	APOD
ENSG00000176945	3	195447753	195467994	67	23	607314	0.51671	0.30268	MUC20
ENSG00000145113	3	195473636	195539148	285	33	607807	0.32656	0.372	MUC4
ENSG00000061938	3	195590235	195638816	243	62	597784	0.8992	0.18427	TNK2
ENSG00000072274	3	195754054	195809060	289	44	610058	0.83507	0.20184	TFRC
ENSG00000163958	3	195924320	195938308	101	21	615817	1.1003	0.13559	ZDHHC19
ENSG00000163959	3	195938358	195970049	134	28	611172	2.3403	0.0096338	SLC51A
ENSG00000161217	3	195941093	196014828	248	35	614838	2.0089	0.022272	PCYT1A
ENSG00000272741	3	195975101	196045093	226	28	614497	1.2864	0.099159	RP11-447L10.1
ENSG00000213123	3	196018090	196045170	82	14	616294	1.0411	0.14891	TCTEX1D2
ENSG00000273331	3	196042953	196065244	85	16	617479	0.96114	0.16824	TM4SF19
ENSG00000145107	3	196046213	196065374	80	15	616521	0.94165	0.17318	TM4SF19
ENSG00000163960	3	196074533	196159345	225	46	606095	3.3767	0.00036677	UBXN7
ENSG00000163961	3	196195654	196230639	174	29	591459	0.84019	0.2004	RNF168
ENSG00000214097	3	196233748	196242237	28	9	588240	0.41915	0.33755	SMCO1
ENSG00000185798	3	196281056	196295545	43	9	606102	-0.46085	0.67755	WDR53
ENSG00000174013	3	196295482	196315930	81	15	584593	-0.79108	0.78555	FBXO45
ENSG00000174004	3	196366557	196388875	147	52	612947	-1.2458	0.89358	NRROS
ENSG00000163964	3	196366646	196462878	508	99	612241	-1.5938	0.94451	PIGX
ENSG00000174007	3	196433148	196439164	29	6	626232	-0.62995	0.73564	CEP19
ENSG00000180370	3	196466728	196559518	547	55	610956	0.04013	0.48399	PAK2
ENSG00000119231	3	196594727	196661585	305	33	593112	-1.0231	0.84687	SENP5
ENSG00000114503	3	196662273	196669468	39	12	583522	-0.88181	0.81106	NCBP2
ENSG00000119227	3	196673214	196695931	120	38	605863	0.80755	0.20967	PIGZ
ENSG00000163975	3	196715492	196756687	210	61	597871	-0.10436	0.54156	MFI2
ENSG00000075711	3	196769431	197026171	1070	55	597701	-1.1274	0.87022	DLG1
ENSG00000161267	3	197236654	197300194	307	40	620759	-0.16791	0.56667	BDH1
ENSG00000145016	3	197398264	197476598	315	28	605756	1.1087	0.13379	KIAA0226
ENSG00000122068	3	197464050	197514467	202	37	602060	0.71606	0.23698	FYTTD1
ENSG00000186001	3	197518097	197615307	395	66	610416	0.20624	0.4183	LRCH3
ENSG00000114473	3	197615946	197687013	269	25	615103	0.023717	0.49054	IQCG
ENSG00000182899	3	197676858	197683481	24	6	613328	0.11045	0.45603	RPL35A
ENSG00000185621	3	197687071	197770591	295	28	615537	-0.34527	0.63505	LMLN
ENSG00000197701	4	53179	88099	87	21	596987	1.4319	0.076081	ZNF595
ENSG00000186777	4	264464	299110	150	23	616062	-0.90133	0.81629	ZNF732
ENSG00000131127	4	331603	378653	224	32	614190	-1.286	0.90078	ZNF141
ENSG00000182903	4	419604	492945	322	30	616108	-0.99832	0.84094	ZNF721
ENSG00000174227	4	492989	533985	204	21	619152	2.8027	0.0025336	PIGG
ENSG00000133256	4	619373	664571	225	28	610751	0.65905	0.25493	PDE6B
ENSG00000169020	4	666225	668127	8	5	616123	-0.32836	0.62868	ATP5I
ENSG00000215375	4	667369	675822	37	18	606535	-0.2951	0.61604	MYL5
ENSG00000169026	4	675618	683230	35	17	595912	1.0054	0.15736	MFSD7
ENSG00000185619	4	699537	764428	321	49	617568	0.3867	0.34949	PCGF3
ENSG00000168993	4	778745	819986	221	42	619819	0.1069	0.45743	CPLX1
ENSG00000178950	4	843064	926161	449	51	615770	1.2445	0.10665	GAK
ENSG00000127419	4	926175	952444	106	31	610263	0.35295	0.36206	TMEM175
ENSG00000145214	4	952675	980683	102	30	614182	0.163	0.43526	DGKQ
ENSG00000145217	4	972861	987228	66	29	609711	0.27642	0.39111	SLC26A1
ENSG00000127415	4	980785	998316	99	32	615751	-0.63746	0.73809	IDUA
ENSG00000127418	4	1003724	1020685	96	28	610231	-0.15283	0.56074	FGFRL1
ENSG00000178222	4	1050038	1107350	363	20	613885	0.82968	0.20336	RNF212
ENSG00000159674	4	1160720	1202750	146	44	607424	1.433	0.075923	SPON2
ENSG00000159692	4	1205236	1243741	186	36	609280	1.8013	0.035826	CTBP1
ENSG00000090316	4	1283639	1333935	360	36	607543	0.94465	0.17242	MAEA
ENSG00000163945	4	1341054	1381837	224	36	615980	2.1817	0.014567	UVSSA
ENSG00000179979	4	1385340	1389780	16	5	613156	1.7339	0.041472	CRIPAK
ENSG00000235608	4	1396720	1400119	6	3	621683	1.7982	0.036071	NKX1-1
ENSG00000174137	4	1619642	1686029	356	32	605723	-1.0301	0.84851	FAM53A
ENSG00000163950	4	1694527	1714282	70	21	616603	0.12996	0.4483	SLBP
ENSG00000168936	4	1717679	1723085	29	8	626564	-0.01188	0.50474	TMEM129
ENSG00000013810	4	1723227	1746898	171	22	620422	-0.10517	0.54188	TACC3
ENSG00000068078	4	1795034	1810599	81	24	593289	2.0647	0.019478	FGFR3
ENSG00000168924	4	1813206	1857974	94	21	569889	0.096876	0.46141	LETM1
ENSG00000109685	4	1873151	1983934	233	78	581436	0.3523	0.36231	WHSC1
ENSG00000185049	4	1984441	2043630	154	35	605538	0.90958	0.18152	NELFA
ENSG00000243449	4	2043689	2045697	10	6	588025	0.60141	0.27378	C4orf48
ENSG00000185818	4	2061239	2070816	18	5	619045	0.11492	0.45425	NAT8L
ENSG00000130997	4	2073645	2243848	569	41	611215	0.24179	0.40447	POLN
ENSG00000214367	4	2229191	2243891	52	12	612815	0.38804	0.34899	HAUS3
ENSG00000123933	4	2249159	2264021	57	11	614616	-0.30464	0.61968	MXD4
ENSG00000159733	4	2271309	2420390	829	85	610690	1.0579	0.14505	ZFYVE28
ENSG00000249428	4	2451700	2464668	56	19	600129	0.61624	0.26887	RP11-503N18.3
ENSG00000063978	4	2463947	2627047	578	62	610205	2.0566	0.019862	RNF4
ENSG00000125386	4	2626988	2734292	477	51	609577	1.9501	0.025582	FAM193A
ENSG00000168884	4	2743375	2758103	80	20	613501	1.0784	0.14043	TNIP2
ENSG00000087266	4	2794750	2842825	263	40	611328	0.26593	0.39515	SH3BP2
ENSG00000087274	4	2845584	2931803	311	31	604672	2.8227	0.0023811	ADD1
ENSG00000109736	4	2932288	2936586	20	10	598032	2.2097	0.013562	MFSD10
ENSG00000087269	4	2939660	2965112	101	26	607706	3.2223	0.00063579	NOP14
ENSG00000125388	4	2965335	3042474	354	34	613873	2.5294	0.0057132	GRK4
ENSG00000197386	4	3076408	3245676	615	44	603279	0.14291	0.44318	HTT
ENSG00000188981	4	3246096	3273465	136	19	610385	0.72873	0.23308	MSANTD1
ENSG00000159788	4	3294755	3441640	597	75	605883	2.3827	0.0085923	RGS12
ENSG00000109758	4	3443614	3451211	48	20	610425	-0.56104	0.71261	HGFAC
ENSG00000175920	4	3465033	3503200	329	44	618342	-0.008757	0.50349	DOK7
ENSG00000163956	4	3508103	3534286	168	28	622253	1.5499	0.060585	LRPAP1
ENSG00000216560	4	3578596	3592438	20	8	619459	-1.1997	0.88487	LINC00955
ENSG00000184160	4	3768075	3770251	7	5	570208	-0.91493	0.81989	ADRA2C
ENSG00000163982	4	4190530	4228616	204	33	616132	2.4403	0.0073385	OTOP1
ENSG00000132406	4	4237269	4249950	108	7	618867	0.32022	0.3744	TMEM128
ENSG00000145220	4	4269428	4291896	133	20	614744	-0.16498	0.56552	LYAR
ENSG00000168826	4	4291924	4323513	186	20	603876	0.69026	0.24502	ZBTB49
ENSG00000168824	4	4349867	4420785	380	71	611419	1.4182	0.078059	NSG1
ENSG00000168818	4	4417469	4544073	477	38	603663	-0.23945	0.59462	STX18
ENSG00000163132	4	4861393	4865663	21	7	623729	1.8041	0.03561	MSX1
ENSG00000170891	4	5016313	5021199	34	7	605621	-1.7305	0.95823	CYTL1
ENSG00000152953	4	5053169	5502725	2788	159	610875	1.0252	0.15264	STK32B
ENSG00000082929	4	5526296	5529528	10	5	600406	-0.83434	0.79795	C4orf6
ENSG00000173040	4	5544499	5711275	872	84	612040	-0.87151	0.80826	EVC2
ENSG00000072840	4	5712924	5830772	746	109	617867	0.97234	0.16544	EVC
ENSG00000072832	4	5749811	5894785	797	117	616638	0.0071867	0.49713	CRMP1
ENSG00000181215	4	5958845	5991545	267	42	618885	-0.086919	0.53463	C4orf50
ENSG00000152969	4	6027926	6202318	939	170	609058	-1.2008	0.88508	JAKMIP1
ENSG00000109501	4	6271576	6304992	234	22	615284	1.2685	0.1023	WFS1
ENSG00000074211	4	6322305	6565327	1426	169	608630	0.35068	0.36292	PPP2R2C
ENSG00000013288	4	6576902	6625089	227	50	608142	2.2867	0.011107	MAN2B2
ENSG00000179010	4	6641818	6644472	10	5	613749	-1.5396	0.93817	MRFAP1
ENSG00000268791	4	6693782	6694189	3	2	610563	-1.5944	0.94458	AC093323.1
ENSG00000163993	4	6694796	6698897	20	6	610894	0.64844	0.25835	S100P
ENSG00000178988	4	6709428	6711607	6	4	577082	-0.69828	0.7575	MRFAP1L1
ENSG00000186222	4	6717842	6719387	5	3	569934	-0.38414	0.64956	BLOC1S4
ENSG00000170871	4	6783102	6885897	259	48	602514	1.151	0.12487	KIAA0232
ENSG00000132405	4	6910969	7034845	612	39	613327	0.2815	0.38916	TBC1D14
ENSG00000173013	4	7042579	7044728	3	2	632802	-1.8326	0.96657	CCDC96
ENSG00000173011	4	7043626	7059679	80	23	609914	-0.11972	0.54765	TADA2B
ENSG00000109519	4	7060633	7069924	46	11	621617	0.50072	0.30828	GRPEL1
ENSG00000184985	4	7194265	7744554	4060	372	614103	0.31849	0.37506	SORCS2
ENSG00000178597	4	7432022	7436700	52	15	607332	0.98223	0.16299	PSAPL1
ENSG00000196526	4	7760441	7941653	1239	62	611457	0.90467	0.18282	AFAP1
ENSG00000228919	4	7940728	7942022	9	2	619045	-0.56884	0.71527	AC097381.1
ENSG00000163995	4	7967039	8160559	1142	178	609875	1.3687	0.085553	ABLIM2
ENSG00000125089	4	8183799	8243530	330	70	605962	-1.1511	0.87514	SH3TC1
ENSG00000170801	4	8271492	8308838	203	36	611174	0.18824	0.42534	HTRA3
ENSG00000087008	4	8368009	8442450	420	45	612880	-0.37095	0.64466	ACOX3
ENSG00000155275	4	8437867	8495258	342	35	614452	-0.8209	0.79415	TRMT44
ENSG00000155269	4	8560452	8621486	570	76	604299	-0.37742	0.64707	GPR78
ENSG00000109625	4	8594387	8621488	296	42	599522	0.51437	0.3035	CPZ
ENSG00000215612	4	8847802	8873543	112	37	605967	0.60174	0.27367	HMX1
ENSG00000229924	4	9172135	9178453	9	4	522200	0.48132	0.31514	FAM90A26
ENSG00000231396	4	9212383	9213975	2	1	542347	0.10798	0.45701	USP17L10
ENSG00000232399	4	9212383	9228214	2	1	542347	0.10798	0.45701	USP17L13
ENSG00000219492	4	9385743	9390709	41	12	605504	-0.96009	0.8315	RP11-1396O13.13
ENSG00000186146	4	9446260	9452240	33	9	605444	-0.72198	0.76485	DEFB131
ENSG00000109667	4	9772777	10056560	1603	51	616055	3.8122	6.8877e-05	SLC2A9
ENSG00000169676	4	9783258	9785632	7	4	587896	0.77298	0.21977	DRD5
ENSG00000071127	4	10075963	10118573	258	26	614159	3.1693	0.000764	WDR1
ENSG00000178163	4	10441498	10459034	74	26	604894	-0.58098	0.71937	ZNF518B
ENSG00000109684	4	10488019	10686489	1039	63	611631	-0.7453	0.77195	CLNK
ENSG00000002587	4	11394774	11431389	174	69	609072	-1.1146	0.86749	HS3ST1
ENSG00000157869	4	13362978	13485989	520	21	615169	1.0463	0.1477	RAB28
ENSG00000109705	4	13542454	13546674	16	11	597055	0.80707	0.20981	NKX3-2
ENSG00000038219	4	13570362	13629347	163	41	611941	-1.0285	0.84815	BOD1L1
ENSG00000137449	4	15004298	15071777	204	33	618150	1.1124	0.13299	CPEB2
ENSG00000163145	4	15341442	15447790	401	33	614746	4.0151	2.9712e-05	C1QTNF7
ENSG00000048342	4	15471489	15603180	434	65	612784	3.1382	0.00084991	CC2D2A
ENSG00000118564	4	15606162	15683302	283	26	618428	2.1958	0.014052	FBXL5
ENSG00000237765	4	15683285	15707188	87	21	617926	0.75537	0.22501	FAM200B
ENSG00000109743	4	15704573	15739936	213	27	616604	-0.23373	0.5924	BST1
ENSG00000004468	4	15779898	15854853	317	32	610966	0.22058	0.41271	CD38
ENSG00000137440	4	15937192	15940363	15	7	595337	0.46723	0.32017	FGFBP1
ENSG00000137441	4	15961866	15970932	48	15	611026	-0.31783	0.62469	FGFBP2
ENSG00000007062	4	15964699	16086001	576	102	606879	-0.59104	0.72275	PROM1
ENSG00000169762	4	16162128	16229033	323	33	605603	-0.39115	0.65216	TAPT1
ENSG00000169744	4	16503164	16900432	1599	188	612794	2.0286	0.021247	LDB2
ENSG00000151552	4	17461884	17513857	306	34	619956	0.095968	0.46177	QDPR
ENSG00000249581	4	17516788	17528727	41	12	616879	-1.1733	0.87966	CLRN2
ENSG00000002549	4	17578815	17609595	111	13	607608	0.21465	0.41502	LAP3
ENSG00000118579	4	17616254	17635728	88	14	600801	-0.15388	0.56115	MED28
ENSG00000047662	4	17630929	17783135	569	44	608725	0.20843	0.41745	FAM184B
ENSG00000163257	4	17802278	17812381	23	8	599351	0.60685	0.27198	DCAF16
ENSG00000109805	4	17812525	17846485	92	17	610941	-0.43681	0.66887	NCAPG
ENSG00000178177	4	17842822	18023499	594	32	610347	0.78109	0.21737	LCORL
ENSG00000145147	4	20254883	20622184	1461	186	605615	1.9401	0.026185	SLIT2
ENSG00000163138	4	20697905	20754530	250	32	613699	-0.81311	0.79192	PACRGL
ENSG00000185774	4	20730239	21950422	6323	289	609775	0.18008	0.42855	KCNIP4
ENSG00000152990	4	22346694	22517677	871	81	610084	0.6991	0.24225	GPR125
ENSG00000109819	4	23756664	23905712	665	118	607310	1.6468	0.049796	PPARGC1A
ENSG00000109606	4	24519064	24586173	250	44	604347	0.27216	0.39275	DHX15
ENSG00000109610	4	24791534	24802464	40	14	610894	-1.3134	0.90547	SOD3
ENSG00000181982	4	24807739	24981826	678	63	614904	0.56183	0.28712	CCDC149
ENSG00000153012	4	25000469	25032501	177	34	619305	0.86912	0.19239	LGI2
ENSG00000109618	4	25121627	25162204	123	33	606358	-0.52296	0.6995	SEPSECS
ENSG00000038210	4	25162263	25280714	518	50	612797	0.56397	0.28639	PI4K2B
ENSG00000168228	4	25314407	25372005	235	39	604807	0.74131	0.22925	ZCCHC4
ENSG00000053900	4	25378835	25420120	192	21	613008	1.0255	0.15258	ANAPC4
ENSG00000157765	4	25656923	25680370	78	33	608718	0.90273	0.18334	SLC34A2
ENSG00000091490	4	25749055	25865382	406	87	607644	-1.4386	0.92487	SEL1L3
ENSG00000250317	4	25863452	25931435	275	35	609367	0.52694	0.29912	SMIM20
ENSG00000168214	4	26165077	26436541	850	108	601684	0.34982	0.36324	RBPJ
ENSG00000163394	4	26483022	26492084	39	14	604129	0.18652	0.42602	CCKAR
ENSG00000109680	4	26578059	26756973	425	43	594399	1.1258	0.13012	TBC1D19
ENSG00000109689	4	26859300	27027003	513	48	610246	-0.53361	0.70319	STIM2
ENSG00000250038	4	28363901	28404486	169	26	619899	6.3481	1.0903e-10	RP11-180C1.1
ENSG00000169851	4	30722037	31148422	1713	109	615324	1.9132	0.027861	PCDH7
ENSG00000047365	4	35949843	36246131	1163	95	609475	0.78469	0.21632	ARAP2
ENSG00000197057	4	36283244	36347378	265	47	621044	-1.976	0.97592	DTHD1
ENSG00000174145	4	37245842	37451087	910	93	613541	1.5075	0.065837	KIAA1239
ENSG00000154274	4	37455563	37625117	940	100	612341	-0.49914	0.69116	C4orf19
ENSG00000181826	4	37592422	37687998	450	68	613623	-1.0507	0.8533	RELL1
ENSG00000169299	4	37828255	37864558	189	23	615220	1.4149	0.078543	PGM2
ENSG00000065882	4	37892708	38140796	1021	101	617387	4.2405	1.115e-05	TBC1D1
ENSG00000250254	4	37962056	37962746	2	1	632802	0.22057	0.41271	PTTG2
ENSG00000196355	4	38628029	38666430	138	29	609906	2.7236	0.0032283	AC021860.1
ENSG00000109787	4	38665817	38702663	122	36	614692	2.2707	0.011582	KLF3
ENSG00000174123	4	38773860	38784611	95	13	620066	-0.0054014	0.50215	TLR10
ENSG00000174125	4	38792298	38858438	351	33	595249	0.95817	0.16899	TLR1
ENSG00000174130	4	38825336	38858438	197	22	586337	0.76316	0.22268	TLR6
ENSG00000197712	4	38869298	38947360	391	40	617289	1.975	0.024132	FAM114A1
ENSG00000121895	4	38968365	39034542	325	48	617242	-0.17102	0.5679	TMEM156
ENSG00000109790	4	39046659	39128477	317	14	619909	-0.45928	0.67698	KLHL5
ENSG00000157796	4	39184024	39287430	247	23	614390	-0.60137	0.7262	WDR19
ENSG00000035928	4	39289076	39367995	188	28	612114	-0.91993	0.8212	RFC1
ENSG00000134962	4	39408473	39453156	192	50	612988	-1.0564	0.8546	KLB
ENSG00000163682	4	39455744	39460568	24	8	624463	-0.5052	0.69329	RPL9
ENSG00000121897	4	39460620	39479273	76	18	618385	-0.77314	0.78028	LIAS
ENSG00000109814	4	39500375	39529931	143	25	621207	-1.2846	0.90054	UGDH
ENSG00000163683	4	39547950	39640710	282	38	617366	0.49774	0.30933	SMIM14
ENSG00000078140	4	39699664	39784412	324	26	613197	-0.55785	0.71153	UBE2K
ENSG00000121892	4	39824483	39979576	527	40	614907	0.42335	0.33602	PDS5A
ENSG00000078177	4	40058446	40159872	319	34	617149	2.055	0.019937	N4BP2
ENSG00000168421	4	40192673	40248587	256	47	609547	0.49863	0.30902	RHOH
ENSG00000174343	4	40337346	40357234	126	17	624030	-1.1058	0.8656	CHRNA9
ENSG00000163694	4	40425272	40632892	870	153	610491	-1.0055	0.84268	RBM47
ENSG00000179299	4	40751914	40812002	185	32	613786	0.34489	0.36509	NSUN7
ENSG00000163697	4	40812044	41218731	1901	119	614694	3.3778	0.00036537	APBB2
ENSG00000154277	4	41258430	41270472	53	13	620940	0.54834	0.29173	UCHL1
ENSG00000064042	4	41361624	41702061	1296	119	609584	0.55669	0.28887	LIMCH1
ENSG00000109132	4	41746099	41750987	12	4	628044	1.6675	0.047704	PHOX2B
ENSG00000109133	4	41937137	41962589	96	14	621976	0.26117	0.39698	TMEM33
ENSG00000182308	4	41983713	41988476	18	8	614804	0.2755	0.39147	DCAF4L1
ENSG00000014824	4	41992489	42092474	470	21	618262	0.34324	0.36571	SLC30A9
ENSG00000188848	4	42112955	42154895	165	31	617673	1.3968	0.081238	BEND4
ENSG00000178343	4	42399856	42404504	20	8	626130	-0.37653	0.64674	SHISA3
ENSG00000124406	4	42410390	42659122	1000	57	615360	0.36846	0.35627	ATP8A1
ENSG00000215203	4	42895284	43032675	621	57	613939	-0.45795	0.6765	GRXCR1
ENSG00000183783	4	44175926	44450824	952	84	612256	0.21664	0.41425	KCTD8
ENSG00000177752	4	44624086	44680573	288	24	617224	2.957	0.0015533	YIPF7
ENSG00000151806	4	44680444	44702943	61	15	616783	3.3073	0.00047095	GUF1
ENSG00000163281	4	44684217	44728612	147	21	611791	3.3803	0.00036201	GNPDA2
ENSG00000163285	4	46037786	46126098	370	31	614367	1.353	0.088026	GABRG1
ENSG00000151834	4	46250444	46477247	735	55	610405	2.1215	0.016939	GABRA2
ENSG00000170516	4	46736844	46911252	657	46	585192	1.8198	0.034393	COX7B2
ENSG00000109158	4	46920917	46996424	314	31	614781	3.2009	0.00068499	GABRA4
ENSG00000163288	4	46995740	47428461	1597	124	610572	2.5432	0.0054919	GABRB1
ENSG00000169019	4	47452885	47465736	33	10	617503	-0.47727	0.68341	COMMD8
ENSG00000145246	4	47487305	47595503	490	64	614161	1.2352	0.10838	ATP10D
ENSG00000145244	4	47596015	47840123	838	67	611148	1.6051	0.054235	CORIN
ENSG00000170448	4	47849257	47916653	245	33	609424	3.0051	0.0013273	NFXL1
ENSG00000163293	4	47916159	48042188	515	32	612267	2.3394	0.0096568	NIPAL1
ENSG00000198515	4	47937994	48018689	342	29	615586	2.3358	0.0097505	CNGA1
ENSG00000074966	4	48068410	48136273	222	38	609415	3.3669	0.00038012	TXK
ENSG00000135605	4	48137800	48271881	612	54	612911	4.3621	6.4421e-06	TEC
ENSG00000109171	4	48343339	48428229	313	25	614568	1.4031	0.080287	SLAIN2
ENSG00000145248	4	48485360	48491213	15	5	620741	-0.89803	0.81542	SLC10A4
ENSG00000182223	4	48492269	48496406	16	6	623838	-0.26392	0.60408	ZAR1
ENSG00000075539	4	48499378	48782339	586	51	607249	-0.54004	0.70542	FRYL
ENSG00000109180	4	48807229	48863834	124	32	600915	-0.67752	0.75096	OCIAD1
ENSG00000145247	4	48887036	48908954	50	19	603114	-0.046095	0.51838	OCIAD2
ENSG00000109182	4	48988264	49064098	248	39	608180	-0.34461	0.6348	CWH43
ENSG00000109184	4	52709166	52783003	179	37	608030	-0.5281	0.70128	DCUN1D4
ENSG00000188993	4	52859868	52883786	52	22	604218	-0.35389	0.63829	LRRC66
ENSG00000163069	4	52886872	52904648	39	15	608834	-0.92238	0.82183	SGCB
ENSG00000163071	4	52917497	52963458	176	36	601944	0.45512	0.32451	SPATA18
ENSG00000109189	4	53457138	53525502	163	28	599283	0.95452	0.16991	USP46
ENSG00000226887	4	53588785	53617807	70	12	608709	0.52088	0.30123	ERVMER34-1
ENSG00000128045	4	53728457	53733000	16	5	620894	-0.86909	0.8076	RASL11B
ENSG00000184178	4	53739149	54232242	1606	108	609531	-0.65647	0.74424	SCFD2
ENSG00000145216	4	54243810	55161439	3486	230	611322	0.43146	0.33307	FIP1L1
ENSG00000072201	4	54325468	54567572	1010	77	616296	0.59913	0.27454	LNX1
ENSG00000109220	4	54875956	54930857	124	28	604534	1.9299	0.026812	CHIC2
ENSG00000180613	4	54965690	54968672	11	3	614607	0.62988	0.26438	GSX2
ENSG00000134853	4	55095264	55164414	209	28	606595	-0.64872	0.74174	PDGFRA
ENSG00000157404	4	55524085	55606881	285	48	608245	0.92358	0.17785	KIT
ENSG00000128052	4	55944644	55991756	184	54	608298	0.80057	0.21169	KDR
ENSG00000128039	4	56212276	56239263	110	27	614177	1.1377	0.12763	SRD5A3
ENSG00000134851	4	56262124	56319564	208	29	613200	0.77795	0.2183	TMEM165
ENSG00000134852	4	56294070	56413305	520	21	613671	0.59749	0.27509	CLOCK
ENSG00000163440	4	56422692	56458379	145	18	619589	1.1571	0.12362	PDCL2
ENSG00000109255	4	56461396	56502865	161	23	624351	1.6382	0.050689	NMU
ENSG00000090989	4	56719782	56771200	162	34	606392	0.50668	0.30619	EXOC1
ENSG00000174799	4	56815037	56899529	259	35	607727	-0.90567	0.81744	CEP135
ENSG00000109265	4	57036361	57194791	712	115	614738	0.21585	0.41455	KIAA1211
ENSG00000157426	4	57204456	57253666	199	34	610790	0.29093	0.38555	AASDH
ENSG00000128059	4	57259528	57301781	141	26	615759	1.7773	0.037756	PPAT
ENSG00000268171	4	57276682	57277131	1	1	632802	-0.33185	0.63	AC068620.1
ENSG00000128050	4	57301907	57327534	79	16	619646	1.4568	0.072591	PAICS
ENSG00000174780	4	57333081	57369839	138	20	617345	1.2714	0.1018	SRP72
ENSG00000196503	4	57371509	57390614	67	20	613023	1.6	0.054799	ARL9
ENSG00000249693	4	57396775	57469673	329	50	617048	0.63896	0.26142	THEGL
